6101,9
5627,8
6208,8
6492,7
5673,7
5107,7
6090,7
6245,6
5810,6
5474,6
5074,6
5638,6
5417,6
6364,6
6243,6
6420,5
6200,5
5444,5
6154,5
6214,5
5527,5
5066,5
6117,5
5344,5
5391,5
6301,5
5019,5
5044,5
5771,5
5757,5
5994,5
5565,5
5500,5
5562,5
5250,5
6464,5
6358,5
5874,5
5814,5
5522,5
5721,5
5575,5
5930,5
6425,5
5520,5
5308,5
6304,5
5621,5
6499,5
5016,5
5586,5
5624,5
5123,5
5993,5
5515,5
6133,5
6328,5
5186,5
5443,5
5775,4
6488,4
5973,4
5827,4
5048,4
6219,4
6405,4
5426,4
5664,4
5655,4
5747,4
5071,4
6196,4
5489,4
6130,4
5684,4
5111,4
5601,4
5950,4
5707,4
5701,4
6451,4
5017,4
5478,4
5420,4
6459,4
5371,4
5042,4
6376,4
6238,4
5428,4
5689,4
5002,4
6115,4
5875,4
5165,4
6247,4
5955,4
5998,4
6496,4
6055,4
5898,4
5179,4
5243,4
5761,4
5080,4
5360,4
5545,4
6077,4
5476,4
6478,4
5691,4
5382,4
6289,4
5462,4
6000,4
5293,4
5840,4
5717,4
6404,4
6143,4
5147,4
5101,4
5370,4
5433,4
5333,4
5141,4
5442,4
5299,4
5276,4
6264,4
5623,4
5546,4
5708,4
6473,4
5204,4
6223,4
5436,4
5013,4
5958,4
5491,4
5872,4
6018,4
6344,4
5639,4
6188,4
5647,4
6085,4
5991,4
5948,4
6340,4
5699,4
5856,4
5126,4
5813,4
5612,4
5690,4
5504,4
6429,4
6283,4
5295,4
5235,4
6134,4
6034,4
5982,4
6417,4
6145,4
5902,4
5312,4
6251,4
5181,4
5896,4
5939,4
5275,3
5988,3
5012,3
6180,3
5925,3
6409,3
6449,3
6486,3
6437,3
5653,3
6002,3
5753,3
5853,3
6051,3
5802,3
5410,3
5361,3
5928,3
5089,3
6320,3
5189,3
5387,3
5564,3
5493,3
6074,3
5278,3
5086,3
5158,3
6231,3
6114,3
5876,3
5521,3
5596,3
5573,3
6500,3
6383,3
5719,3
5656,3
6197,3
6346,3
5264,3
5015,3
5613,3
6005,3
5009,3
6254,3
5209,3
6489,3
5272,3
6446,3
5178,3
5229,3
5450,3
6311,3
5839,3
5430,3
5908,3
6240,3
5547,3
6071,3
6403,3
6263,3
5677,3
5680,3
5348,3
5832,3
5826,3
6170,3
6456,3
6333,3
5640,3
5723,3
5036,3
6032,3
6058,3
6413,3
5823,3
5795,3
5325,3
5317,3
5560,3
5087,3
5894,3
5800,3
5920,3
6037,3
6112,3
5731,3
5986,3
5010,3
5863,3
6043,3
5024,3
5740,3
5018,3
5608,3
5216,3
6210,3
6287,3
5153,3
5454,3
5594,3
5376,3
5256,3
6009,3
6272,3
6321,3
5585,3
5078,3
5007,3
5811,3
5525,3
6452,3
6166,3
5619,3
5030,3
6066,3
6306,3
5233,3
6375,3
5754,3
5654,3
5705,3
5021,3
5568,3
5891,3
5350,3
5911,3
5356,3
5270,3
5946,3
6246,3
5997,3
5505,3
5453,3
5854,3
6395,3
5339,3
5499,3
5330,3
5685,3
6017,3
5628,3
6175,3
5777,3
5482,3
5592,3
5675,3
5529,3
6185,3
5644,3
6030,3
5034,3
6233,3
6139,3
6070,3
5097,3
5220,3
5700,3
5663,3
5614,3
6290,3
5457,3
5855,3
5289,3
5202,3
5116,3
5033,3
6430,3
6330,3
5242,3
6167,3
5168,3
6052,3
6021,3
6324,3
6221,3
5142,3
6470,3
6439,3
5892,3
5302,3
6482,3
5108,3
5085,3
6044,3
5918,3
5563,3
6474,3
5031,3
5432,3
5764,3
6213,3
5509,3
5194,3
5850,3
6348,3
6342,3
5309,3
5901,3
5011,3
6242,3
5223,3
6385,3
5403,3
5893,3
6076,3
5329,3
5984,3
5581,3
5091,3
5976,3
5466,3
5472,3
5423,3
5117,3
5435,3
5870,3
5944,3
5363,3
5910,3
5661,3
5996,3
6388,3
5904,3
5412,3
5214,3
5349,3
5469,3
6159,3
5326,3
5990,3
5518,3
5847,3
5369,3
5867,3
6422,3
6305,3
5008,3
5246,3
5921,3
5380,3
5589,3
5286,3
5824,3
6225,3
5561,3
6414,2
5134,2
5492,2
5037,2
6276,2
6173,2
6468,2
6019,2
6067,2
6236,2
5077,2
