5638,6,4071.47,678.578333
6208,8,3240.85,405.106250
6492,7,2689.02,384.145714
5123,5,2662.53,532.506000
5412,3,2487.42,829.140000
6196,4,2484.21,621.052500
5601,4,2464.49,616.122500
5673,7,2448.20,349.742857
5982,4,2446.96,611.740000
5810,6,2385.75,397.625000
6101,9,2381.59,264.621111
5627,8,2372.23,296.528750
5071,4,2306.77,576.692500
6344,4,2304.18,576.045000
5991,4,2259.30,564.825000
5466,3,2239.13,746.376666
5344,5,2232.32,446.464000
6464,5,2220.01,444.002000
5872,4,2197.35,549.337500
5489,4,2184.75,546.187500
5575,5,2150.41,430.082000
5417,6,2147.76,357.960000
5107,7,2056.55,293.792857
5994,5,2031.82,406.364000
5066,5,2030.29,406.058000
5908,3,2025.19,675.063333
6358,5,2022.10,404.420000
6243,6,2018.33,336.388333
5181,4,2017.33,504.332500
5699,4,2010.20,502.550000
6090,7,2004.05,286.292857
6301,5,2003.58,400.716000
6417,4,1984.22,496.055000
5504,4,1977.72,494.430000
6214,5,1976.12,395.224000
5433,4,1960.39,490.097500
5101,4,1955.86,488.965000
5443,5,1950.23,390.046000
6245,6,1947.42,324.570000
6364,6,1942.69,323.781666
5436,4,1931.17,482.792500
6452,3,1913.72,637.906666
5348,3,1898.45,632.816666
5892,3,1891.81,630.603333
6420,5,1853.82,370.764000
5800,3,1842.64,614.213333
5902,4,1832.09,458.022500
6197,3,1813.14,604.380000
6290,3,1810.26,603.420000
5474,6,1808.02,301.336666
5272,3,1798.98,599.660000
5955,4,1794.12,448.530000
5993,5,1788.60,357.720000
6114,3,1787.06,595.686666
6342,3,1779.65,593.216666
5044,5,1778.83,355.766000
5723,3,1778.19,592.730000
5165,4,1777.49,444.372500
6328,5,1772.94,354.588000
5612,4,1769.24,442.310000
5950,4,1759.12,439.780000
5747,4,1748.07,437.017500
5179,4,1734.99,433.747500
6425,5,1719.73,343.946000
5740,3,1715.17,571.723333
5420,4,1704.55,426.137500
5644,3,1702.76,567.586666
5990,3,1701.72,567.240000
5293,4,1696.46,424.115000
6404,4,1691.77,422.942500
6376,4,1689.93,422.482500
5462,4,1687.63,421.907500
6264,4,1670.26,417.565000
5515,5,1658.59,331.718000
5042,4,1649.92,412.480000
6348,3,1648.97,549.656666
